Search Query,Search Volume,Click-Through Rate,Conversion Rate,Average Click Position,Results Count,Click Count,Conversion Count,Category,Quartile (Volume),Quartile (CTR),Unnamed: 11
flip flops,4228,0.1225165563,0.006859035,30.7992921493,466,518,29,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
ski googles,2974,0.1244115669,0.0097511769,12.718037323,91,370,29,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
back pack,7706,0.1250973268,0.0020763042,60.9022908022,858,964,16,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
merino ,2777,0.1263953907,0.0057616133,18.1255777145,217,351,16,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
travel bag,3332,0.1269507803,0.0024009604,28.4399527187,249,423,8,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
treadmill ,4534,0.1285840318,0.0002205558,12.9723052629,141,583,1,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
scooter ,4283,0.1286481438,0.0016343684,20.1307060755,980,551,7,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
cycle,6520,0.1294478528,0.0018404908,20.4507842473,7437,844,12,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
walking shoes,14284,0.1295855503,0.0018902268,28.1637158807,1559,1851,27,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
badminton racket,6252,0.1300383877,0.0031989763,19.1707264957,421,813,20,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
inflatable,5382,0.1308063917,0.0022296544,66.5371685606,483,704,12,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
mask,4513,0.1309550188,0.0008863284,21.0500564016,244,591,4,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
black trainers,3322,0.1312462372,0.0042143287,34.0187035824,1194,436,14,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
t shirt,5347,0.131288573,0.0086029549,20.3910968661,4002,702,46,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
boot bag,3329,0.1324722139,0.0105136678,9.8767951625,21,441,35,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
tennis shoes,5788,0.1325155494,0.002073255,20.8652216428,361,767,12,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
sleeping,4023,0.1334824758,0.0091971166,19.1275826904,201,537,37,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
shorts,31597,0.1338228778,0.0032284611,24.4441433527,1559,4228,102,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
water shoes,27502,0.1346447531,0.0036360992,17.5895332613,121,3703,100,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
dog,5037,0.1350009927,0.0033750248,78.1874509804,576,680,17,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
compression,4371,0.1352093342,0.0064058568,34.192728225,259,591,28,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
belt,5640,0.1358156028,0.0030141844,23.6537330598,645,766,17,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
walking boots,34268,0.1361911988,0.0030057196,24.4408024427,382,4667,103,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
balance,3280,0.1362804878,0.0079268293,13.0013049963,159,447,26,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
rain jacket,7019,0.1363442086,0.0018521157,28.8886363636,654,957,13,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
skirt,3295,0.1368740516,0.002124431,17.9179970436,145,451,7,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
step,4430,0.137020316,0.0036117381,8.8831685887,167,607,16,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
helmet,26232,0.1372369625,0.0028972248,17.6776342593,650,3600,76,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
holdall,4329,0.1374451374,0.0011550012,24.3592436975,225,595,5,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
bag,33342,0.1375142463,0.0036590486,30.4598873137,2599,4585,122,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
rucksack ,4074,0.1381934217,0.000736377,31.9146240379,865,563,3,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
walking boots ,2566,0.1383476228,0.0007794232,37.740945674,397,355,2,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
under armour,3515,0.1388335704,0.0051209104,36.9098070873,180,488,18,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
snorkel mask,3091,0.140731155,0.0054998382,4.6230651341,21,435,17,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
knee,3862,0.1408596582,0.0098394614,14.6457676821,312,544,38,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
waterproof shoes,4685,0.1410885806,0.0008537887,34.1091527988,286,661,4,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
trampoline ,2559,0.1426338413,0.0007815553,15.9680365297,144,365,2,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
ski jackets,3477,0.1426517112,0.0008628128,23.3719254032,272,496,3,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
awning,8819,0.1434402994,0.001247307,32.5781065312,213,1265,11,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
football net,4127,0.1453840562,0.0007269203,14.6065555556,496,600,3,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
treadmill,30808,0.1453843158,0.0031160737,12.3847911949,142,4479,96,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
btwin bike,2666,0.1459114779,0.0026256564,21.1210368466,4677,389,7,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
watch,11755,0.146065504,0.0024670353,16.4143786227,212,1717,29,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
mat,13774,0.1471613184,0.0052272397,17.3924483755,1291,2027,72,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
fishing rod,6719,0.1473433547,0.001339485,31.0415993266,578,990,9,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
yoga mats,2367,0.147444022,0.0038022814,24.6462645282,236,349,9,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
dumbbell,7921,0.1474561293,0.0045448807,28.5506135845,219,1168,36,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
kids bikes,8122,0.147623738,0.0012312238,24.8897718999,939,1199,10,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
table,12279,0.1476504601,0.0033390341,16.6819727891,154,1813,41,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
bike rack,7095,0.147850599,0.0045102185,15.6264813806,163,1049,32,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gift card,5460,0.1481684982,0.0428571429,1.1984960857,7,809,234,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gym bag,8023,0.1481989281,0.0038638913,9.3646401538,128,1189,31,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
knife,4074,0.1489936181,0.000981836,3.3868753432,33,607,4,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
gas,9915,0.149369642,0.0065557237,14.2778640558,160,1481,65,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
down,3205,0.1500780031,0.0024960998,17.7976091476,439,481,8,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
second life  bikes?,3397,0.1501324698,0.001471887,39.118496732,138,510,5,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
bra,3948,0.1502026342,0.0027862209,24.054334297,1491,593,11,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
waterproof jacket,19572,0.1506233395,0.0053137135,26.1670389933,899,2948,104,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
ski goggles,25061,0.1510713858,0.0033119189,13.29590525,94,3786,83,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
rugby boots,8117,0.1511642232,0.0023407663,23.0972924024,134,1227,19,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
trolley,8202,0.1514264813,0.0034138015,6.1490740741,417,1242,28,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
lock,3677,0.1514821866,0.0087027468,20.3302214243,482,557,32,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
scooter,33954,0.1517052483,0.0017670967,17.0115275813,985,5151,60,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
bike helmet,9451,0.1518357846,0.0024336049,15.1614650738,278,1435,23,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
puma,2662,0.1521412472,0.005634861,93.4147119342,773,405,15,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
running leggings,3082,0.152173913,0.0074626866,14.5490405117,369,469,23,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
waterproof trousers ,3810,0.1522309711,0.0023622047,14.9499876847,213,580,9,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
swim suit,4128,0.1533430233,0.0113856589,60.4394418115,1333,633,47,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
ski jacket,20401,0.1534238518,0.0031861183,20.589362737,285,3130,65,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
running shorts,20393,0.1542195852,0.0028931496,11.3467494959,222,3145,59,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
swimming goggles,9236,0.1545041143,0.0046556951,20.331803317,437,1427,43,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
walking socks,6835,0.15493782,0.0070226774,12.1368991411,216,1059,48,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
tennis ball,4238,0.1554978764,0.0073147711,13.2533383915,556,659,31,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
kids goggles,3045,0.1559934319,0.0078817734,13.5898245614,185,475,24,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
vest,8607,0.1566167073,0.0036017195,23.7029302671,728,1348,31,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
rash vest,18367,0.1573474166,0.0043556378,12.6950041193,282,2890,80,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
hiking boots,19425,0.1575289575,0.0054568855,29.8380586679,682,3060,106,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
walking trousers,12791,0.1581580799,0.002501759,13.3570120205,98,2023,32,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
thermal socks,5458,0.1586661781,0.0106266032,15.0969976905,153,866,58,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
bike locks,2365,0.1589852008,0.0021141649,29.1447251773,332,376,5,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
squash racket,4574,0.1602536073,0.0067774377,22.3308776717,324,733,31,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
running top,6414,0.1605862176,0.0116931712,19.1083549083,771,1030,75,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
smart watch,2792,0.1611747851,0.0050143266,31.8648888889,211,450,14,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
itiwit kayak,2648,0.1612537764,0.003021148,25.5355191257,179,427,8,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
kids bike,12994,0.1622287209,0.0016930891,24.6687260926,967,2108,22,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
camping mat,10554,0.1627818836,0.0026530226,20.7082210766,167,1718,28,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
kayak ,4785,0.162800418,0.0010449321,19.8687847668,607,779,5,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
trampoline,14258,0.163346893,0.0028054426,13.7607914699,145,2329,40,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
thermal,21808,0.1635179751,0.0107300073,15.4628558743,1245,3566,234,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
sleeping mat,15640,0.1636189258,0.0028772379,17.302319629,92,2559,45,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
sleeping bags,14086,0.1636376544,0.0011358796,19.7196376924,197,2305,16,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
rucksack,27427,0.1639625187,0.00258869,28.2459003293,873,4497,71,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
beach,9012,0.1643364403,0.0035508211,69.2478880636,851,1481,32,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
tape,3787,0.1645101664,0.0063374703,12.171203088,320,623,24,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
glove,5671,0.1645212485,0.0245106683,20.4283862975,1889,933,139,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
electric bike,11055,0.1647218453,0.0009045681,18.658830836,262,1821,10,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
running socks,18494,0.1647561371,0.008327025,12.2138178281,262,3047,154,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
quechua,32182,0.1653408738,0.0047542104,75.4820488898,1673,5321,153,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
exercise bike,6567,0.1653723161,0.002284148,14.3745089012,6997,1086,15,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
hockey stick,5401,0.1655249028,0.0064802814,16.9490079365,254,894,35,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
kids football,3578,0.1657350475,0.0136948016,42.9302738296,1283,593,49,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
kids shoes,2367,0.1660329531,0.007182087,40.2685326548,940,393,17,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
cap,16175,0.1661823802,0.0029057187,27.9895563173,3569,2688,47,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
waterproof trainers,2570,0.166536965,0.0050583658,24.8472352025,165,428,13,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
shin pads,9374,0.1666311073,0.0051205462,8.2627896165,79,1562,48,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
light,4253,0.1667058547,0.0061133318,16.3317919269,7227,709,26,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
yoga mat,24808,0.1672444373,0.0045146727,19.9331412809,246,4149,112,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
gazebo,12446,0.168005785,0.0011248594,26.2724932249,163,2091,14,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
life jackets,4986,0.1686722824,0.0018050542,8.131450654,72,841,9,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
brake pads,3107,0.1689732861,0.0074026392,16.6100952381,177,525,23,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
boat,5807,0.169450663,0.0006888238,42.8803595625,1440,984,4,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
e bike,9096,0.169525066,0.0006596306,13.2547557285,241,1542,6,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
football boots,37369,0.1695790629,0.0021943322,35.1807020246,572,6337,82,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
football boots ,3112,0.1696658098,0.0,45.1088970058,602,528,0,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
golf balls,5742,0.1698014629,0.0050505051,11.8935042735,370,975,29,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
mountain bike,12368,0.1700355757,0.0004851229,17.4923457796,4327,2103,6,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
table tennis table,2830,0.1703180212,0.0038869258,10.7678769018,687,482,11,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
new balance,4467,0.1705842848,0.0033579584,17.2461473566,72,762,15,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
fishing rods,2852,0.1707573633,0.0003506311,44.3335728953,559,487,1,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
mens bike,2737,0.1713554987,0.0018268177,32.9572139303,2136,469,5,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
head torch,11745,0.1713920817,0.0090251171,7.510587351,85,2013,106,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
waterproof coat,6141,0.1716332845,0.0047223579,45.9016016084,886,1054,29,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
swimming shorts,5610,0.1725490196,0.0078431373,8.3405819559,61,968,44,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
bow,3363,0.1727624145,0.005352364,7.361593312,556,581,18,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
bottle,5959,0.1728477933,0.0092297365,39.9295041609,645,1030,55,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gym shorts,2908,0.1729711142,0.0061898212,10.0311133201,192,503,18,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
pump,16812,0.1733285748,0.0074351654,13.4794857339,293,2914,125,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
running light,2619,0.1744940817,0.0064910271,8.7430342815,877,457,17,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
bike lights,8911,0.1745034227,0.0060599259,16.8917777221,263,1555,54,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
ski wear,2949,0.1753136656,0.00169549,38.3644422953,571,517,5,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
electric bikes,4738,0.1756015196,0.000422119,21.5616014194,230,832,2,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gravel bike,9381,0.1762072274,0.0003197953,12.7240121376,293,1653,3,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
ski helmet,14729,0.1762509335,0.0035983434,9.5144356703,59,2596,53,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
mudguard,2461,0.1763510768,0.0044697278,12.7444854071,155,434,11,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
merino socks,2736,0.1769005848,0.0076754386,11.2824970484,88,484,21,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
rebounder,4489,0.1770995767,0.0062374694,10.5116082659,22,795,28,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
merino,22486,0.177132438,0.006893178,18.9551215683,202,3983,155,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
road bikes,2973,0.1772620249,0.0010090817,10.977835005,2335,527,3,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
flask,4635,0.1773462783,0.0101402373,23.9174067315,127,822,47,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
protein,3135,0.1773524721,0.0076555024,17.2145683453,219,556,24,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
road bike,9959,0.1774274526,0.0009037052,10.7963820842,2709,1767,9,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
ski trousers,11268,0.1775825346,0.0042598509,12.3917999334,190,2001,48,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
dance,5245,0.177693041,0.0064823642,47.2673513182,702,932,34,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
chair,20466,0.1777582332,0.0042509528,25.6927867876,360,3638,87,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
inner tube,7022,0.1780119624,0.0103958986,9.9875807407,138,1250,73,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
cool bag,4913,0.1783024629,0.0012212497,7.7693683409,18,876,6,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gravel,4811,0.1787570152,0.0029099979,9.7875,94,860,14,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
bike light,4964,0.1788879936,0.0062449637,13.7529212248,3448,888,31,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
sleeping bag ,4274,0.1796911558,0.0007019186,18.6560128348,198,768,3,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
cycling helmet,3631,0.1801156706,0.0030294685,15.4848369011,272,654,11,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
inflatable mattress,4336,0.1801199262,0.0032287823,26.8980153649,121,781,14,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
buoyancy,3040,0.1805921053,0.0023026316,20.7780640125,115,549,7,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
cycle helmet,4249,0.1812191104,0.0068251353,23.9239734075,288,770,29,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
bike lock,14155,0.1814906394,0.0074178735,14.2596924873,368,2569,105,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
swim goggles,5112,0.1819248826,0.0062597809,28.2520071685,420,930,32,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
body board,4592,0.1827090592,0.0023954704,7.9554231228,75,839,11,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
hiking bag,4602,0.1827466319,0.0052151239,27.7240614914,606,841,24,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
goal,14016,0.18293379,0.0057077626,8.175004024,784,2564,80,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
robe,4925,0.1831472081,0.0024365482,19.6891774892,121,902,12,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
camp beds,3399,0.1835834069,0.0029420418,5.0392876221,26,624,10,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
padel racket,6228,0.1836865768,0.0054592164,15.5647206329,258,1144,34,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
ski boot,2658,0.183972912,0.0003762227,13.184725874,96,489,1,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
girls bike,3261,0.1842992947,0.0021465808,30.4761231281,699,601,7,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
pants,3293,0.1843303978,0.0021257212,21.2417941476,1788,607,7,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
kettle bell,4450,0.184494382,0.006741573,9.9807957775,66,821,30,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
buoyancy aid,3734,0.1847884306,0.0013390466,19.2431124914,151,690,5,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
stove,10149,0.1848457976,0.0050251256,14.2682702559,111,1876,51,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
mountain bikes,4834,0.1859743484,0.0,16.9819442237,4420,899,0,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
kids wellies,3234,0.1861471861,0.0027829314,20.3138150609,113,602,9,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
waterproof boots,3879,0.1866460428,0.0059293632,30.3450608094,269,724,23,Low Performing,Q2 (25-50% Volume),Q2 (25-50% CTR),
bench,11473,0.1875708184,0.0065370871,12.2349984511,91,2152,75,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
paddle board ,4941,0.1876138434,0.0018214936,15.109349155,850,927,9,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
gum shield,2546,0.1877454831,0.0090337785,14.6222977685,118,478,23,Low Performing,Q1 (Bottom 25% Volume),Q2 (25-50% CTR),
multi gym,5075,0.1879802956,0.004137931,48.7737695917,216,954,21,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
ski pants,6213,0.1881538709,0.008047642,14.015784757,192,1169,50,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
regatta,6207,0.1886579668,0.0054776865,57.1011955594,2803,1171,34,High Volume, Low CTR,Q3 (50-75% Volume),Q2 (25-50% CTR)
leotard,12288,0.1887207031,0.0056966146,11.2757702075,57,2319,70,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
snow boots,27904,0.1889334862,0.0069882454,12.7198751415,112,5272,195,High Volume, Low CTR,Q4 (Top 25% Volume),Q2 (25-50% CTR)
walking pole,2387,0.1889400922,0.0037704231,10.0827790096,298,451,9,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
hockey shoes,2368,0.1891891892,0.0021114865,12.0975446429,40,448,5,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
waterproof trousers,33708,0.1898955738,0.0072979708,12.1598880879,207,6401,246,High Performing,Q4 (Top 25% Volume),Q3 (50-75% CTR),
parka,2481,0.1902458686,0.0020153164,15.138700565,3632,472,5,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
kids waterproof,2638,0.1902956785,0.0072024261,39.9114414636,428,502,19,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
tennis balls,12588,0.1904988878,0.0082618367,11.9169620517,590,2398,104,High Performing,Q4 (Top 25% Volume),Q3 (50-75% CTR),
water bottles,3317,0.190835092,0.0051251131,29.2073986309,382,633,17,Low Volume, High CTR,Q2 (25-50% Volume),Q3 (50-75% CTR)
cycling shoes,13885,0.19128556,0.0033129276,10.6957100035,78,2656,46,High Performing,Q4 (Top 25% Volume),Q3 (50-75% CTR),
sleeping bag,89060,0.1921647447,0.0033573249,15.0725367015,199,17114,299,High Performing,Q4 (Top 25% Volume),Q3 (50-75% CTR),
wet shoes,4718,0.1926663841,0.0050869012,25.308275272,117,909,24,High Performing,Q3 (50-75% Volume),Q3 (50-75% CTR),
goalkeeper gloves,2713,0.1927755252,0.0022115739,42.0001752709,471,523,6,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
cycle shoes,2378,0.1934398654,0.0029436501,13.411129776,95,460,7,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
chain,2685,0.1936685289,0.009310987,20.4419871795,491,520,25,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
paddle board,44678,0.1936747392,0.0017234433,12.3141199767,862,8653,77,High Performing,Q4 (Top 25% Volume),Q3 (50-75% CTR),
harness,2508,0.1937799043,0.0055821372,8.9573143249,125,486,14,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q3 (50-75% CTR)
